1000mA,,1500mA,,2000mA,,,1A,41min 10s,,1000mA,,,1500mA,,,2000mA,,,,
In,Out,In,Out,In,Out,,1.5A,17min 26s,,In,Out,Diff,In,Out,,In,Out,,,
45.97,42.85,,,,,,,,,47.51,44.39,3.12,,,,,,,,
45.99,42.81,,,,,,,,,47.53,44.35,3.18,,,,,,,,
46,42.74,,,,,,,,,47.54,44.28,3.26,,,,,,,,
46.04,42.73,,,,,,,,,47.58,44.27,3.31,,,,,,,,
46.05,42.73,,,,,,,,,47.59,44.27,3.32,,,,,,,,
46.07,42.69,,,,,,,,,47.61,44.23,3.38,,,,,,,,
46.07,42.51,,,,,,,,,47.61,44.05,3.56,,,,,,,,
46.08,42.5,,,,,,,,,47.62,44.04,3.58,,,,,,,,
46.08,42.49,,,,,,,,,47.62,44.03,3.59,,,,,,,,
46.08,42.55,,,,,,,,,47.62,44.09,3.53,,,,,,,,
46.08,42.62,,,,,,,,,47.62,44.16,3.46,,,,,,,,
46.08,42.52,,,,,,,,,47.62,44.06,3.56,,,,,,,,
46.08,42.45,,,,,,,,,47.62,43.99,3.63,,,,,,,,
46.08,42.48,,,,,,,,,47.62,44.02,3.6,,,,,,,,
46.09,42.5,,,,,,,,,47.63,44.04,3.59,,,,,,,,
46.1,42.5,,,,,,,,,47.64,44.04,3.6,,,,,,,,
46.1,42.62,,,,,,,,,47.64,44.16,3.48,,,,,,,,
46.13,42.62,,,,,,,,,47.67,44.16,3.51,,,,,,,,
46.15,42.6,,,,,,,,,47.69,44.14,3.55,,,,,,,,
46.16,42.48,,,,,,,,,47.7,44.02,3.68,,,,,,,,
46.16,42.39,,,,,,,,,47.7,43.93,3.77,,,,,,,,
46.18,42.36,,,,,,,,,47.72,43.9,3.82,,,,,,,,
46.19,42.28,,,,,,,,,47.73,43.82,3.91,,,,,,,,
46.2,42.36,,,,,,,,,47.74,43.9,3.84,,,,,,,,
46.2,42.42,,,,,,,,,47.74,43.96,3.78,,,,,,,,
46.2,42.43,,,,,,,,,47.74,43.97,3.77,,,,,,,,
46.21,42.35,,,,,,,,,47.75,43.89,3.86,,,,,,,,
46.21,42.42,,,,,,,,,47.75,43.96,3.79,,,,,,,,
46.21,42.57,,,,,,,,,47.75,44.11,3.64,,,,,,,,
46.22,42.73,,,,,,,,,47.76,44.27,3.49,,,,,,,,
46.24,42.62,,,,,,,,,47.78,44.16,3.62,,,,,,,,
46.26,42.7,,,,,,,,,47.8,44.24,3.56,,,,,,,,
46.28,42.73,,,,,,,,,47.82,44.27,3.55,,,,,,,,
46.3,42.67,,,,,,,,,47.84,44.21,3.63,,,,,,,,
46.31,42.73,,,,,,,,,47.85,44.27,3.58,,,,,,,,
46.32,42.75,,,,,,,,,47.86,44.29,3.57,,,,,,,,
46.33,42.73,,,,,,,,,47.87,44.27,3.6,,,,,,,,
46.32,42.69,,,,,,,,,47.86,44.23,3.63,,,,,,,,
46.33,42.73,,,,,,,,,47.87,44.27,3.6,,,,,,,,
46.33,42.74,,,,,,,,,47.87,44.28,3.59,,,,,,,,
46.34,42.85,,,,,,,,,47.88,44.39,3.49,,,,,,,,
46.34,42.96,,,,,,,,,47.88,44.5,3.38,,,,,,,,
46.37,42.99,,,,,,,,,47.91,44.53,3.38,,,,,,,,
46.4,43,,,,,,,,,47.94,44.54,3.4,,,,,,,,
46.41,43,,,,,,,,,47.95,44.54,3.41,,,,,,,,
46.42,42.96,,,,,,,,,47.96,44.5,3.46,,,,,,,,
46.43,42.86,,,,,,,,,47.97,44.4,3.57,,,,,,,,
46.45,42.93,,,,,,,,,47.99,44.47,3.52,,,,,,,,
46.45,42.85,,,,,,,,,47.99,44.39,3.6,,,,,,,,
46.45,42.85,,,,,,,,,47.99,44.39,3.6,,,,,,,,
46.45,42.93,,,,,,,,,47.99,44.47,3.52,,,,,,,,
46.46,42.96,,,,,,,,,48,44.5,3.5,,,,,,,,
46.46,43.08,,,,,,,,,48,44.62,3.38,,,,,,,,
46.47,43.08,,,,,,,,,48.01,44.62,3.39,,,,,,,,
46.49,43.16,,,,,,,,,48.03,44.7,3.33,,,,,,,,
46.51,43.09,,,,,,,,,48.05,44.63,3.42,,,,,,,,
46.53,42.97,,,,,,,,,48.07,44.51,3.56,,,,,,,,
46.54,42.97,,,,,,,,,48.08,44.51,3.57,,,,,,,,
46.56,42.96,,,,,,,,,48.1,44.5,3.6,,,,,,,,
46.57,42.96,,,,,,,,,48.11,44.5,3.61,,,,,,,,
46.57,43.02,,,,,,,,,48.11,44.56,3.55,,,,,,,,
46.57,43.13,,,,,,,,,48.11,44.67,3.44,,,,,,,,
46.57,43.2,,,,,,,,,48.11,44.74,3.37,,,,,,,,
46.57,43.17,,,,,,,,,48.11,44.71,3.4,,,,,,,,
46.57,43.08,,,,,,,,,48.11,44.62,3.49,,,,,,,,
46.57,43.07,,,,,,,,,48.11,44.61,3.5,,,,,,,,
46.58,43.08,,,,,,,,,48.12,44.62,3.5,,,,,,,,
46.58,43.05,,,,,,,,,48.12,44.59,3.53,,,,,,,,
46.6,43.08,,,,,,,,,48.14,44.62,3.52,,,,,,,,
46.6,43.15,,,,,,,,,48.14,44.69,3.45,,,,,,,,
46.64,43.11,,,,,,,,,48.18,44.65,3.53,,,,,,,,
46.65,43.08,,,,,,,,,48.19,44.62,3.57,,,,,,,,
46.68,43.08,,,,,,,,,48.22,44.62,3.6,,,,,,,,
46.68,43.09,,,,,,,,,48.22,44.63,3.59,,,,,,,,
46.69,43.2,,,,,,,,,48.23,44.74,3.49,,,,,,,,
46.69,43.21,,,,,,,,,48.23,44.75,3.48,,,,,,,,
46.69,43.31,,,,,,,,,48.23,44.85,3.38,,,,,,,,
46.7,43.41,,,,,,,,,48.24,44.95,3.29,,,,,,,,
46.7,43.32,,,,,,,,,48.24,44.86,3.38,,,,,,,,
46.7,43.21,,,,,,,,,48.24,44.75,3.49,,,,,,,,
46.71,43.31,,,,,,,,,48.25,44.85,3.4,,,,,,,,
46.73,43.3,,,,,,,,,48.27,44.84,3.43,,,,,,,,
46.76,43.2,,,,,,,,,48.3,44.74,3.56,,,,,,,,
46.76,43.28,,,,,,,,,48.3,44.82,3.48,,,,,,,,
46.79,43.36,,,,,,,,,48.33,44.9,3.43,,,,,,,,
46.8,43.31,,,,,,,,,48.34,44.85,3.49,,,,,,,,
46.8,43.31,,,,,,,,,48.34,44.85,3.49,,,,,,,,
46.82,43.35,,,,,,,,,48.36,44.89,3.47,,,,,,,,
46.82,43.27,,,,,,,,,48.36,44.81,3.55,,,,,,,,
46.82,43.09,,,,,,,,,48.36,44.63,3.73,,,,,,,,
46.82,43.2,,,,,,,,,48.36,44.74,3.62,,,,,,,,
46.83,43.19,,,,,,,,,48.37,44.73,3.64,,,,,,,,
46.83,43.19,,,,,,,,,48.37,44.73,3.64,,,,,,,,
46.83,43.22,,,,,,,,,48.37,44.76,3.61,,,,,,,,
46.87,43.2,,,,,,,,,48.41,44.74,3.67,,,,,,,,
46.88,43.2,,,,,,,,,48.42,44.74,3.68,,,,,,,,
46.92,43.2,,,,,,,,,48.46,44.74,3.72,,,,,,,,
46.93,43.2,,,,,,,,,48.47,44.74,3.73,,,,,,,,
46.94,43.22,,,,,,,,,48.48,44.76,3.72,,,,,,,,
46.94,43.31,,,,,,,,,48.48,44.85,3.63,,,,,,,,
46.94,43.41,,,,,,,,,48.48,44.95,3.53,,,,,,,,
46.94,43.43,,,,,,,,,48.48,44.97,3.51,,,,,,,,
46.94,43.43,,,,,,,,,48.48,44.97,3.51,,,,,,,,
46.96,43.37,,,,,,,,,48.5,44.91,3.59,,,,,,,,
46.94,43.46,,,,,,,,,48.48,45,3.48,,,,,,,,
46.97,43.47,,,,,,,,,48.51,45.01,3.5,,,,,,,,
47.01,43.55,,,,,,,,,48.55,45.09,3.46,,,,,,,,
47.03,43.55,,,,,,,,,48.57,45.09,3.48,,,,,,,,
47.03,43.55,,,,,,,,,48.57,45.09,3.48,,,,,,,,
47.06,43.43,,,,,,,,,48.6,44.97,3.63,,,,,,,,
47.06,43.43,,,,,,,,,48.6,44.97,3.63,,,,,,,,
47.06,43.55,,,,,,,,,48.6,45.09,3.51,,,,,,,,
47.06,43.55,,,,,,,,,48.6,45.09,3.51,,,,,,,,
47.06,43.44,,,,,,,,,48.6,44.98,3.62,,,,,,,,
47.07,43.43,,,,,,,,,48.61,44.97,3.64,,,,,,,,
47.06,43.44,,,,,,,,,48.6,44.98,3.62,,,,,,,,
47.07,43.55,,,,,,,,,48.61,45.09,3.52,,,,,,,,
47.08,43.63,,,,,,,,,48.62,45.17,3.45,,,,,,,,
47.11,43.57,,,,,,,,,48.65,45.11,3.54,,,,,,,,
47.14,43.55,,,,,,,,,48.68,45.09,3.59,,,,,,,,
47.15,43.55,,,,,,,,,48.69,45.09,3.6,,,,,,,,
47.15,43.52,,,,,,,,,48.69,45.06,3.63,,,,,,,,
47.17,43.55,,,,,,,,,48.71,45.09,3.62,,,,,,,,
47.18,43.55,,,,,,,,,48.72,45.09,3.63,,,,,,,,
47.19,43.69,,,,,,,,,48.73,45.23,3.5,,,,,,,,
47.19,43.86,,,,,,,,,48.73,45.4,3.33,,,,,,,,
47.19,43.97,,,,,,,,,48.73,45.51,3.22,,,,,,,,
47.19,43.9,,,,,,,,,48.73,45.44,3.29,,,,,,,,
47.19,43.97,,,,,,,,,48.73,45.51,3.22,,,,,,,,
47.19,43.93,,,,,,,,,48.73,45.47,3.26,,,,,,,,
47.2,43.7,,,,,,,,,48.74,45.24,3.5,,,,,,,,
47.21,43.57,,,,,,,,,48.75,45.11,3.64,,,,,,,,
47.22,43.55,,,,,,,,,48.76,45.09,3.67,,,,,,,,
47.25,43.53,,,,,,,,,48.79,45.07,3.72,,,,,,,,
47.25,43.4,,,,,,,,,48.79,44.94,3.85,,,,,,,,
47.26,43.48,,,,,,,,,48.8,45.02,3.78,,,,,,,,
47.28,43.58,,,,,,,,,48.82,45.12,3.7,,,,,,,,
47.29,43.54,,,,,,,,,48.83,45.08,3.75,,,,,,,,
47.31,43.55,,,,,,,,,48.85,45.09,3.76,,,,,,,,
47.3,43.53,,,,,,,,,48.84,45.07,3.77,,,,,,,,
47.31,43.5,,,,,,,,,48.85,45.04,3.81,,,,,,,,
47.31,43.48,,,,,,,,,48.85,45.02,3.83,,,,,,,,
47.31,43.48,,,,,,,,,48.85,45.02,3.83,,,,,,,,
47.31,43.43,,,,,,,,,48.85,44.97,3.88,,,,,,,,
47.31,43.43,,,,,,,,,48.85,44.97,3.88,,,,,,,,
47.32,43.43,,,,,,,,,48.86,44.97,3.89,,,,,,,,
47.31,43.54,,,,,,,,,48.85,45.08,3.77,,,,,,,,
47.32,43.55,,,,,,,,,48.86,45.09,3.77,,,,,,,,
47.33,43.66,,,,,,,,,48.87,45.2,3.67,,,,,,,,
47.32,43.62,,,,,,,,,48.86,45.16,3.7,,,,,,,,
47.34,43.55,,,,,,,,,48.88,45.09,3.79,,,,,,,,
47.36,43.55,,,,,,,,,48.9,45.09,3.81,,,,,,,,
47.37,43.44,,,,,,,,,48.91,44.98,3.93,,,,,,,,
47.38,43.43,,,,,,,,,48.92,44.97,3.95,,,,,,,,
47.41,43.55,,,,,,,,,48.95,45.09,3.86,,,,,,,,
47.42,43.66,,,,,,,,,48.96,45.2,3.76,,,,,,,,
47.43,43.78,,,,,,,,,48.97,45.32,3.65,,,,,,,,
47.44,43.9,,,,,,,,,48.98,45.44,3.54,,,,,,,,
47.44,43.88,,,,,,,,,48.98,45.42,3.56,,,,,,,,
47.43,43.79,,,,,,,,,48.97,45.33,3.64,,,,,,,,
47.44,43.78,,,,,,,,,48.98,45.32,3.66,,,,,,,,
47.44,43.67,,,,,,,,,48.98,45.21,3.77,,,,,,,,
47.46,43.67,,,,,,,,,49,45.21,3.79,,,,,,,,
47.45,43.68,,,,,,,,,48.99,45.22,3.77,,,,,,,,
47.48,43.78,,,,,,,,,49.02,45.32,3.7,,,,,,,,
47.47,43.73,,,,,,,,,49.01,45.27,3.74,,,,,,,,
47.49,43.78,,,,,,,,,49.03,45.32,3.71,,,,,,,,
47.54,43.9,,,,,,,,,49.08,45.44,3.64,,,,,,,,
47.54,44.02,,,,,,,,,49.08,45.56,3.52,,,,,,,,
47.55,44.01,,,,,,,,,49.09,45.55,3.54,,,,,,,,
47.55,44.11,,,,,,,,,49.09,45.65,3.44,,,,,,,,
47.55,44.14,,,,,,,,,49.09,45.68,3.41,,,,,,,,
47.56,44.13,,,,,,,,,49.1,45.67,3.43,,,,,,,,
47.56,44.03,,,,,,,,,49.1,45.57,3.53,,,,,,,,
47.56,44.02,,,,,,,,,49.1,45.56,3.54,,,,,,,,
47.57,43.9,,,,,,,,,49.11,45.44,3.67,,,,,,,,
47.57,43.89,,,,,,,,,49.11,45.43,3.68,,,,,,,,
47.58,43.9,,,,,,,,,49.12,45.44,3.68,,,,,,,,
47.59,43.9,,,,,,,,,49.13,45.44,3.69,,,,,,,,
47.62,43.88,,,,,,,,,49.16,45.42,3.74,,,,,,,,
47.65,43.94,,,,,,,,,49.19,45.48,3.71,,,,,,,,
47.65,43.99,,,,,,,,,49.19,45.53,3.66,,,,,,,,
47.67,43.91,,,,,,,,,49.21,45.45,3.76,,,,,,,,
47.68,44.02,,,,,,,,,49.22,45.56,3.66,,,,,,,,
47.69,44.02,,,,,,,,,49.23,45.56,3.67,,,,,,,,
47.69,44.02,,,,,,,,,49.23,45.56,3.67,,,,,,,,
47.69,44.02,,,,,,,,,49.23,45.56,3.67,,,,,,,,
47.69,44.08,,,,,,,,,49.23,45.62,3.61,,,,,,,,
47.69,44.09,,,,,,,,,49.23,45.63,3.6,,,,,,,,
47.7,44.02,,,,,,,,,49.24,45.56,3.68,,,,,,,,
47.7,44.02,,,,,,,,,49.24,45.56,3.68,,,,,,,,
47.72,44.14,,,,,,,,,49.26,45.68,3.58,,,,,,,,
47.72,44.14,,,,,,,,,49.26,45.68,3.58,,,,,,,,
47.73,44.13,,,,,,,,,49.27,45.67,3.6,,,,,,,,
47.77,44.05,,,,,,,,,49.31,45.59,3.72,,,,,,,,
47.78,44.03,,,,,,,,,49.32,45.57,3.75,,,,,,,,
47.81,44.14,,,,,,,,,49.35,45.68,3.67,,,,,,,,
47.82,44.23,,,,,,,,,49.36,45.77,3.59,,,,,,,,
47.82,44.26,,,,,,,,,49.36,45.8,3.56,,,,,,,,
47.82,44.26,,,,,,,,,49.36,45.8,3.56,,,,,,,,
47.82,44.26,,,,,,,,,49.36,45.8,3.56,,,,,,,,
47.82,44.26,,,,,,,,,49.36,45.8,3.56,,,,,,,,
47.82,44.25,,,,,,,,,49.36,45.79,3.57,,,,,,,,
47.83,44.23,,,,,,,,,49.37,45.77,3.6,,,,,,,,
47.83,44.26,,,,,,,,,49.37,45.8,3.57,,,,,,,,
47.83,44.29,,,,,,,,,49.37,45.83,3.54,,,,,,,,
47.83,44.24,,,,,,,,,49.37,45.78,3.59,,,,,,,,
47.86,44.01,,,,,,,,,49.4,45.55,3.85,,,,,,,,
47.86,44.02,,,,,,,,,49.4,45.56,3.84,,,,,,,,
47.87,43.95,,,,,,,,,49.41,45.49,3.92,,,,,,,,
47.9,44.02,,,,,,,,,49.44,45.56,3.88,,,,,,,,
47.91,44.13,,,,,,,,,49.45,45.67,3.78,,,,,,,,
47.93,44.26,,,,,,,,,49.47,45.8,3.67,,,,,,,,
47.93,44.37,,,,,,,,,49.47,45.91,3.56,,,,,,,,
47.94,44.38,,,,,,,,,49.48,45.92,3.56,,,,,,,,
47.94,44.49,,,,,,,,,49.48,46.03,3.45,,,,,,,,
47.93,44.38,,,,,,,,,49.47,45.92,3.55,,,,,,,,
47.94,44.38,,,,,,,,,49.48,45.92,3.56,,,,,,,,
47.95,44.35,,,,,,,,,49.49,45.89,3.6,,,,,,,,
47.94,44.26,,,,,,,,,49.48,45.8,3.68,,,,,,,,
47.95,44.37,,,,,,,,,49.49,45.91,3.58,,,,,,,,
47.96,44.49,,,,,,,,,49.5,46.03,3.47,,,,,,,,
47.98,44.61,,,,,,,,,49.52,46.15,3.37,,,,,,,,
47.98,44.61,,,,,,,,,49.52,46.15,3.37,,,,,,,,
48,44.39,,,,,,,,,49.54,45.93,3.61,,,,,,,,
48.03,44.33,,,,,,,,,49.57,45.87,3.7,,,,,,,,
48.04,44.39,,,,,,,,,49.58,45.93,3.65,,,,,,,,
48.05,44.3,,,,,,,,,49.59,45.84,3.75,,,,,,,,
48.07,44.26,,,,,,,,,49.61,45.8,3.81,,,,,,,,
48.07,44.26,,,,,,,,,49.61,45.8,3.81,,,,,,,,
48.07,44.26,,,,,,,,,49.61,45.8,3.81,,,,,,,,
48.07,44.32,,,,,,,,,49.61,45.86,3.75,,,,,,,,
48.07,44.27,,,,,,,,,49.61,45.81,3.8,,,,,,,,
48.07,44.25,,,,,,,,,49.61,45.79,3.82,,,,,,,,
48.07,44.14,,,,,,,,,49.61,45.68,3.93,,,,,,,,
48.11,44.24,,,,,,,,,49.65,45.78,3.87,,,,,,,,
48.1,44.23,,,,,,,,,49.64,45.77,3.87,,,,,,,,
48.11,43.99,,,,,,,,,49.65,45.53,4.12,,,,,,,,
48.14,43.38,,,,,,,,,49.68,44.92,4.76,,,,,,,,
48.12,43.2,,,,,,,,,49.66,44.74,4.92,,,,,,,,
48.14,43.05,,,,,,,,,49.68,44.59,5.09,,,,,,,,
48.16,42.98,,,,,,,,,49.7,44.52,5.18,,,,,,,,
48.16,42.97,,,,,,,,,49.7,44.51,5.19,,,,,,,,
48.18,43.19,,,,,,,,,49.72,44.73,4.99,,,,,,,,
48.19,43.2,,,,,,,,,49.73,44.74,4.99,,,,,,,,
48.18,43.36,,,,,,,,,49.72,44.9,4.82,,,,,,,,
48.19,43.54,,,,,,,,,49.73,45.08,4.65,,,,,,,,
48.2,43.75,,,,,,,,,49.74,45.29,4.45,,,,,,,,
48.2,43.9,,,,,,,,,49.74,45.44,4.3,,,,,,,,
48.2,44.02,,,,,,,,,49.74,45.56,4.18,,,,,,,,
48.2,44.14,,,,,,,,,49.74,45.68,4.06,,,,,,,,
48.21,44.24,,,,,,,,,49.75,45.78,3.97,,,,,,,,
48.2,44.18,,,,,,,,,49.74,45.72,4.02,,,,,,,,
48.23,44.26,,,,,,,,,49.77,45.8,3.97,,,,,,,,
48.23,44.37,,,,,,,,,49.77,45.91,3.86,,,,,,,,
48.22,44.48,,,,,,,,,49.76,46.02,3.74,,,,,,,,
48.24,44.49,,,,,,,,,49.78,46.03,3.75,,,,,,,,
48.24,44.51,,,,,,,,,49.78,46.05,3.73,,,,,,,,
48.24,44.53,,,,,,,,,49.78,46.07,3.71,,,,,,,,
48.24,44.5,,,,,,,,,49.78,46.04,3.74,,,,,,,,
48.25,44.5,,,,,,,,,49.79,46.04,3.75,,,,,,,,
48.26,44.5,,,,,,,,,49.8,46.04,3.76,,,,,,,,
48.28,44.5,,,,,,,,,49.82,46.04,3.78,,,,,,,,
48.28,44.44,,,,,,,,,49.82,45.98,3.84,,,,,,,,
48.29,44.49,,,,,,,,,49.83,46.03,3.8,,,,,,,,
48.3,44.48,,,,,,,,,49.84,46.02,3.82,,,,,,,,
48.29,44.51,,,,,,,,,49.83,46.05,3.78,,,,,,,,
48.3,44.39,,,,,,,,,49.84,45.93,3.91,,,,,,,,
48.31,44.49,,,,,,,,,49.85,46.03,3.82,,,,,,,,
48.32,44.48,,,,,,,,,49.86,46.02,3.84,,,,,,,,
48.31,44.38,,,,,,,,,49.85,45.92,3.93,,,,,,,,
48.32,44.33,,,,,,,,,49.86,45.87,3.99,,,,,,,,
48.33,44.26,,,,,,,,,49.87,45.8,4.07,,,,,,,,
48.33,44.35,,,,,,,,,49.87,45.89,3.98,,,,,,,,
48.33,44.38,,,,,,,,,49.87,45.92,3.95,,,,,,,,
48.34,44.51,,,,,,,,,49.88,46.05,3.83,,,,,,,,
48.34,44.62,,,,,,,,,49.88,46.16,3.72,,,,,,,,
48.36,44.73,,,,,,,,,49.9,46.27,3.63,,,,,,,,
48.36,44.8,,,,,,,,,49.9,46.34,3.56,,,,,,,,
48.39,44.86,,,,,,,,,49.93,46.4,3.53,,,,,,,,
48.4,44.73,,,,,,,,,49.94,46.27,3.67,,,,,,,,
48.42,44.73,,,,,,,,,49.96,46.27,3.69,,,,,,,,
48.43,44.63,,,,,,,,,49.97,46.17,3.8,,,,,,,,
48.44,44.64,,,,,,,,,49.98,46.18,3.8,,,,,,,,
48.45,44.72,,,,,,,,,49.99,46.26,3.73,,,,,,,,
48.45,44.69,,,,,,,,,49.99,46.23,3.76,,,,,,,,
48.45,44.52,,,,,,,,,49.99,46.06,3.93,,,,,,,,
48.45,44.54,,,,,,,,,49.99,46.08,3.91,,,,,,,,
48.46,44.61,,,,,,,,,50,46.15,3.85,,,,,,,,
48.46,44.61,,,,,,,,,50,46.15,3.85,,,,,,,,
48.45,44.62,,,,,,,,,49.99,46.16,3.83,,,,,,,,
48.46,44.62,,,,,,,,,50,46.16,3.84,,,,,,,,
48.46,44.73,,,,,,,,,50,46.27,3.73,,,,,,,,
48.48,44.76,,,,,,,,,50.02,46.3,3.72,,,,,,,,
48.5,44.81,,,,,,,,,50.04,46.35,3.69,,,,,,,,
48.51,44.86,,,,,,,,,50.05,46.4,3.65,,,,,,,,
48.51,44.88,,,,,,,,,50.05,46.42,3.63,,,,,,,,
48.53,44.87,,,,,,,,,50.07,46.41,3.66,,,,,,,,
48.56,44.97,,,,,,,,,50.1,46.51,3.59,,,,,,,,
48.56,44.98,,,,,,,,,50.1,46.52,3.58,,,,,,,,
48.56,44.86,,,,,,,,,50.1,46.4,3.7,,,,,,,,
48.57,44.86,,,,,,,,,50.11,46.4,3.71,,,,,,,,
48.57,44.86,,,,,,,,,50.11,46.4,3.71,,,,,,,,
48.57,44.86,,,,,,,,,50.11,46.4,3.71,,,,,,,,
48.58,44.86,,,,,,,,,50.12,46.4,3.72,,,,,,,,
48.58,44.89,,,,,,,,,50.12,46.43,3.69,,,,,,,,
48.58,44.98,,,,,,,,,50.12,46.52,3.6,,,,,,,,
48.58,45.05,,,,,,,,,50.12,46.59,3.53,,,,,,,,
48.59,45.1,,,,,,,,,50.13,46.64,3.49,,,,,,,,
48.6,45.07,,,,,,,,,50.14,46.61,3.53,,,,,,,,
48.61,44.98,,,,,,,,,50.15,46.52,3.63,,,,,,,,
48.62,44.96,,,,,,,,,50.16,46.5,3.66,,,,,,,,
48.64,44.98,,,,,,,,,50.18,46.52,3.66,,,,,,,,
48.67,44.9,,,,,,,,,50.21,46.44,3.77,,,,,,,,
48.67,44.86,,,,,,,,,50.21,46.4,3.81,,,,,,,,
48.69,44.74,,,,,,,,,50.23,46.28,3.95,,,,,,,,
48.69,44.73,,,,,,,,,50.23,46.27,3.96,,,,,,,,
48.7,44.74,,,,,,,,,50.24,46.28,3.96,,,,,,,,
48.7,44.74,,,,,,,,,50.24,46.28,3.96,,,,,,,,
48.71,44.74,,,,,,,,,50.25,46.28,3.97,,,,,,,,
48.71,44.91,,,,,,,,,50.25,46.45,3.8,,,,,,,,
48.71,45,,,,,,,,,50.25,46.54,3.71,,,,,,,,
48.71,45.01,,,,,,,,,50.25,46.55,3.7,,,,,,,,
48.72,44.98,,,,,,,,,50.26,46.52,3.74,,,,,,,,
48.72,45,,,,,,,,,50.26,46.54,3.72,,,,,,,,
48.73,45.1,,,,,,,,,50.27,46.64,3.63,,,,,,,,
48.73,45.21,,,,,,,,,50.27,46.75,3.52,,,,,,,,
48.77,45.1,,,,,,,,,50.31,46.64,3.67,,,,,,,,
48.77,45.1,,,,,,,,,50.31,46.64,3.67,,,,,,,,
48.79,45.11,,,,,,,,,50.33,46.65,3.68,,,,,,,,
48.81,45.21,,,,,,,,,50.35,46.75,3.6,,,,,,,,
48.81,45.22,,,,,,,,,50.35,46.76,3.59,,,,,,,,
48.83,45.2,,,,,,,,,50.37,46.74,3.63,,,,,,,,
48.83,45.2,,,,,,,,,50.37,46.74,3.63,,,,,,,,
48.84,45.13,,,,,,,,,50.38,46.67,3.71,,,,,,,,
48.84,45.1,,,,,,,,,50.38,46.64,3.74,,,,,,,,
48.84,44.99,,,,,,,,,50.38,46.53,3.85,,,,,,,,
48.84,44.96,,,,,,,,,50.38,46.5,3.88,,,,,,,,
48.84,44.86,,,,,,,,,50.38,46.4,3.98,,,,,,,,
48.86,44.92,,,,,,,,,50.4,46.46,3.94,,,,,,,,
48.86,44.97,,,,,,,,,50.4,46.51,3.89,,,,,,,,
48.89,45.05,,,,,,,,,50.43,46.59,3.84,,,,,,,,
48.92,45.1,,,,,,,,,50.46,46.64,3.82,,,,,,,,
48.92,45.22,,,,,,,,,50.46,46.76,3.7,,,,,,,,
48.95,45.22,,,,,,,,,50.49,46.76,3.73,,,,,,,,
48.96,45.22,,,,,,,,,50.5,46.76,3.74,,,,,,,,
48.96,45.24,,,,,,,,,50.5,46.78,3.72,,,,,,,,
48.97,45.1,,,,,,,,,50.51,46.64,3.87,,,,,,,,
48.97,45.1,,,,,,,,,50.51,46.64,3.87,,,,,,,,
48.97,45.15,,,,,,,,,50.51,46.69,3.82,,,,,,,,
48.97,45.22,,,,,,,,,50.51,46.76,3.75,,,,,,,,
48.97,45.22,,,,,,,,,50.51,46.76,3.75,,,,,,,,
48.97,45.26,,,,,,,,,50.51,46.8,3.71,,,,,,,,
48.99,45.29,,,,,,,,,50.53,46.83,3.7,,,,,,,,
49.01,45.24,,,,,,,,,50.55,46.78,3.77,,,,,,,,
49.02,45.34,,,,,,,,,50.56,46.88,3.68,,,,,,,,
49.03,45.38,,,,,,,,,50.57,46.92,3.65,,,,,,,,
49.07,45.23,,,,,,,,,50.61,46.77,3.84,,,,,,,,
49.07,45.22,,,,,,,,,50.61,46.76,3.85,,,,,,,,
49.08,45.17,,,,,,,,,50.62,46.71,3.91,,,,,,,,
49.1,45.22,,,,,,,,,50.64,46.76,3.88,,,,,,,,
49.09,45.34,,,,,,,,,50.63,46.88,3.75,,,,,,,,
49.1,45.45,,,,,,,,,50.64,46.99,3.65,,,,,,,,
49.1,45.34,,,,,,,,,50.64,46.88,3.76,,,,,,,,
49.1,45.32,,,,,,,,,50.64,46.86,3.78,,,,,,,,
49.1,45.17,,,,,,,,,50.64,46.71,3.93,,,,,,,,
49.1,44.98,,,,,,,,,50.64,46.52,4.12,,,,,,,,
49.11,44.93,,,,,,,,,50.65,46.47,4.18,,,,,,,,
49.12,44.94,,,,,,,,,50.66,46.48,4.18,,,,,,,,
49.14,45.07,,,,,,,,,50.68,46.61,4.07,,,,,,,,
49.13,45.15,,,,,,,,,50.67,46.69,3.98,,,,,,,,
49.17,45.2,,,,,,,,,50.71,46.74,3.97,,,,,,,,
49.17,45.22,,,,,,,,,50.71,46.76,3.95,,,,,,,,
49.2,45.33,,,,,,,,,50.74,46.87,3.87,,,,,,,,
49.21,45.34,,,,,,,,,50.75,46.88,3.87,,,,,,,,
49.21,45.43,,,,,,,,,50.75,46.97,3.78,,,,,,,,
49.22,45.27,,,,,,,,,50.76,46.81,3.95,,,,,,,,
49.22,45.22,,,,,,,,,50.76,46.76,4,,,,,,,,
49.23,45.13,,,,,,,,,50.77,46.67,4.1,,,,,,,,
49.23,45.22,,,,,,,,,50.77,46.76,4.01,,,,,,,,
49.23,45.34,,,,,,,,,50.77,46.88,3.89,,,,,,,,
49.23,45.35,,,,,,,,,50.77,46.89,3.88,,,,,,,,
49.23,45.34,,,,,,,,,50.77,46.88,3.89,,,,,,,,
49.23,45.25,,,,,,,,,50.77,46.79,3.98,,,,,,,,
49.23,45.26,,,,,,,,,50.77,46.8,3.97,,,,,,,,
49.23,45.34,,,,,,,,,50.77,46.88,3.89,,,,,,,,
